,BusStopCode,RoadName,Description,Latitude,Longitude
326,11021,Queensway,Aft Queenstown NPC HQ,1.28941805603102,103.80228694398484
327,11029,Queensway,Blk 166,1.29013472201419,103.80202111098815
328,11031,Queensway,Opp Queen's Cl,1.29119666696879,103.80045500000118
329,11039,Queensway,Blk 19,1.29245762862665,103.79998683928974
330,11041,Queensway,Aft C'wealth Dr,1.29624499998226,103.79952333299494
331,11049,Queensway,Opp Blessed Sacrament Ch,1.2954609366563,103.79952549937242
332,11051,Queensway,Opp Queenstown Polyclinic,1.29872166703909,103.8002979755481
333,11059,Queensway,Queenstown Polyclinic,1.29882892782979,103.80097389222824
334,11061,Queensway,Opp Queensway Sec Sch,1.30265777802206,103.80118694402536
335,11069,Queensway,Queensway Sec Sch,1.30236853162324,103.80161762237655
336,11071,Queensway,Blk 97,1.30621305601609,103.80170944396954
337,11079,Queensway,Opp Blk 95,1.305441389003,103.80185250000659
338,11081,Queensway,Viz Holland,1.30851972202313,103.80258027799627
339,11089,Queensway,Opp Holland Hill Lodge,1.30946135492693,103.80334087354639
340,11091,Farrer Rd,Tulip Gdn,1.31219444050072,103.80367378215983
341,11099,Farrer Rd,Opp Tulip Gdn,1.31305333300118,103.80437666697586
342,11101,Farrer Rd,Farrer Rd Mkt,1.31614971080385,103.80596012189226
343,11109,Farrer Rd,Spanish Village,1.31552472199926,103.80574305602846
344,11111,Farrer Rd,Farrer Rd Stn Exit B,1.31780157259006,103.80771866952543
