,Project.Name,Latitude,Longitude,nearest_hospital,nearest_mall,nearest_mrt,nearest_busstop
471,ORCHARD VIEW,1.317591,103.825368,Gleneagles Hospital,Palais Renaissance,STEVENS MRT STATION,40219
472,111 EMERALD HILL,1.305096,103.8390615,Mount Elizabeth Hospital,Midpoint Orchard,SOMERSET MRT STATION,9037
473,WHARTON VALE,1.3019433,103.8482063,KK Women's and Children's Hospital,Sunshine Plaza,BENCOOLEN MRT STATION,7011
474,MOUNT SOPHIA SUITES,1.3020815,103.8468403,KK Women's and Children's Hospital,Plaza Singapura,DHOBY GHAUT MRT STATION,8058
475,THE MKZ,1.3065285,103.8465459,KK Women's and Children's Hospital,Tekka Centre,LITTLE INDIA MRT STATION,40271
476,THE RITZ-CARLTON RESIDENCES SINGAPORE CAIRNHILL,1.3079884,103.8362855,Mount Elizabeth Hospital,Far East Plaza,NEWTON MRT STATION,40171
477,WILKIE VALE,1.3026036,103.8481763,KK Women's and Children's Hospital,Sunshine Plaza,BENCOOLEN MRT STATION,7021
478,EBER GARDENS,1.298826,103.8403234,Mount Elizabeth Hospital,Orchard Central,SOMERSET MRT STATION,8111
479,LLOYD SIXTYFIVE,1.2973113,103.8389791,Mount Elizabeth Hospital,Orchard Central,SOMERSET MRT STATION,13091
480,STARFIRE @ SOPHIA,1.3018656,103.8475993,KK Women's and Children's Hospital,Plaza Singapura,DHOBY GHAUT MRT STATION,7011
481,RESIDENCES AT 338A,1.2964022,103.8380312,Mount Elizabeth Hospital,313@Somerset,SOMERSET MRT STATION,13091
482,SCOTTS HIGHPARK,1.3120432,103.8369309,Mount Elizabeth Hospital,Far East Plaza,NEWTON MRT STATION,40179
483,VILLE ROYALE,1.2960116,103.8413088,Mount Elizabeth Hospital,Orchard Central,FORT CANNING MRT STATION,13099
484,PARC CENTENNIAL,1.3131577,103.8437696,KK Women's and Children's Hospital,United Square,NEWTON MRT STATION,40029
485,HULLET RISE,1.3031621,103.8383345,Mount Elizabeth Hospital,Midpoint Orchard,SOMERSET MRT STATION,9037
486,RIVER VALLEY COURT,1.2958881,103.8378316,Mount Elizabeth Hospital,313@Somerset,SOMERSET MRT STATION,13091
487,SOPHIA LODGE,1.302420358,103.8491789,Raffles Hospital,Sunshine Plaza,ROCHOR MRT STATION,7021
488,NIVEN LOFT,1.302361,103.84908,Raffles Hospital,Sunshine Plaza,ROCHOR MRT STATION,7021
489,SAPPHIRE 99,1.3022405,103.8466332,KK Women's and Children's Hospital,Plaza Singapura,DHOBY GHAUT MRT STATION,8057
490,HOLLYWOOD APARTMENTS,1.296271,103.8430398,Mount Elizabeth Hospital,Plaza Singapura,DHOBY GHAUT MRT STATION,8011
491,TAN CHIN TUAN MANSION,1.3052527,103.837427,Mount Elizabeth Hospital,The Paragon,SOMERSET MRT STATION,9037
492,RESIDENCES @ KILLINEY,1.2969022,103.8380167,Mount Elizabeth Hospital,313@Somerset,SOMERSET MRT STATION,13091
493,TOP TEN,1.304855,103.83967,Mount Elizabeth Hospital,Midpoint Orchard,SOMERSET MRT STATION,9038
494,EMERALD HILL CONSERVATION AREA,1.3019155,103.8392077,Mount Elizabeth Hospital,Orchard Gateway,SOMERSET MRT STATION,9038
495,TWENTYONE ANGULLIA PARK,1.3038017,103.8298516,Mount Elizabeth Hospital,Wheelock Place,ORCHARD MRT STATION,9111
496,ST THOMAS VILLE,1.2975867,103.8360041,Mount Elizabeth Hospital,Cathay Cineleisure Orchard,SOMERSET MRT STATION,13081
497,ASPEN LINQ,1.2952935,103.8398323,Mount Elizabeth Hospital,Orchard Central,SOMERSET MRT STATION,13099
498,ORCHARD COURT,1.298575,103.8415067,Mount Elizabeth Hospital,Orchard Plaza,SOMERSET MRT STATION,8111
499,WILKIE 87,1.3031893,103.8469717,KK Women's and Children's Hospital,Plaza Singapura,LITTLE INDIA MRT STATION,7021
500,SOPHIA CREST,1.30157,103.84819,KK Women's and Children's Hospital,Sunshine Plaza,BENCOOLEN MRT STATION,7011
501,HOCK MANSION,1.3023827,103.8485694,KK Women's and Children's Hospital,Sunshine Plaza,BENCOOLEN MRT STATION,7021
502,RIVA LODGE,1.2966435,103.8321898,Mount Elizabeth Hospital,Great World City,ORCHARD MRT STATION,13071
503,JIA,1.302342,103.84756,KK Women's and Children's Hospital,Plaza Singapura,DHOBY GHAUT MRT STATION,7021
504,FRASER RESIDENCE ORCHARD SINGAPORE,1.3013843,103.8298277,Mount Elizabeth Hospital,ION Orchard,ORCHARD MRT STATION,13199
505,DELFI ORCHARD,1.3071783,103.8285872,Mount Elizabeth Hospital,Palais Renaissance,ORCHARD MRT STATION,9169
506,283 STUDIO,1.2957811,103.8397966,Mount Elizabeth Hospital,Orchard Central,SOMERSET MRT STATION,13099
507,TEOCHEW SAIHO RESIDENCE,1.295602,103.839801,Mount Elizabeth Hospital,Orchard Central,SOMERSET MRT STATION,13099
508,TRENDALE TOWER,1.309621,103.8359488,Mount Elizabeth Hospital,Far East Plaza,NEWTON MRT STATION,40171
509,CITYVALE,1.3019717,103.8480874,KK Women's and Children's Hospital,Sunshine Plaza,DHOBY GHAUT MRT STATION,7011
510,PEACE CENTRE / MANSIONS,1.3012709,103.8494332,Raffles Hospital,Sunshine Plaza,BENCOOLEN MRT STATION,7011
511,WILKIE APARTMENTS,1.302247,103.8478711,KK Women's and Children's Hospital,Plaza Singapura,DHOBY GHAUT MRT STATION,7011
512,TOWNHOUSE APARTMENTS,1.3092361,103.8425657,KK Women's and Children's Hospital,Tekka Centre,NEWTON MRT STATION,40021
513,TWO8ONE STUDIO,1.295648,103.839869,Mount Elizabeth Hospital,Orchard Central,SOMERSET MRT STATION,13099
514,PINE RESIDENCES,1.2954006,103.8399632,Mount Elizabeth Hospital,Orchard Central,SOMERSET MRT STATION,13099
515,VALLEY LODGE,1.294706,103.841401,Mount Elizabeth Hospital,Orchard Central,FORT CANNING MRT STATION,13101
516,GAMBIER COURT,1.2930328,103.8397551,Mount Elizabeth Hospital,Great World City,FORT CANNING MRT STATION,13211
517,THE PROMONT,1.3076552,103.8378383,Mount Elizabeth Hospital,Far East Plaza,NEWTON MRT STATION,40179
518,EMERALD APARTMENTS,1.305093,103.839701,Mount Elizabeth Hospital,Midpoint Orchard,SOMERSET MRT STATION,9038
519,NUTMEG COURT,1.3049496,103.8341612,Mount Elizabeth Hospital,Lucky Plaza,ORCHARD MRT STATION,9048
520,NAGARATHAR BUILDING,1.293914,103.842864,Mount Elizabeth Hospital,Plaza Singapura,FORT CANNING MRT STATION,13109
521,OAKWOOD STUDIOS SINGAPORE,1.3069712,103.8361804,Mount Elizabeth Hospital,Far East Plaza,ORCHARD MRT STATION,9219
522,ORCHARD TOWERS,1.3072293,103.8293323,Mount Elizabeth Hospital,Palais Renaissance,ORCHARD MRT STATION,9169
523,D'LEEDON,1.3145179,103.8022928,Concord International Hospital,The Star Vista,FARRER ROAD MRT STATION,11099
524,WILLYN VILLE,1.3119567,103.796528,Concord International Hospital,The Star Vista,HOLLAND VILLAGE MRT STATION,11419
525,NASSIM REGENCY,1.3118978,103.8196052,Gleneagles Hospital,Tanglin Mall,STEVENS MRT STATION,13019
526,GALLOP GABLES,1.3155602,103.8076756,Concord International Hospital,Tanglin Mall,FARRER ROAD MRT STATION,11101
527,CHARLESTON,1.295397133,103.8282423,Mount Elizabeth Hospital,Great World City,TIONG BAHRU MRT STATION,13062
528,PALM SPRING,1.332753857,103.8318808,Mount Alvernia Hospital,Balestier Hill Shopping Centre,BUKIT BROWN MRT STATION,51041
529,THE ELEMENT @ STEVENS,1.3179236,103.8259042,Gleneagles Hospital,Palais Renaissance,STEVENS MRT STATION,40219
530,MON JERVOIS,1.2939942,103.8222878,Gleneagles Hospital,Tiong Bahru Plaza,REDHILL MRT STATION,10269
531,JERVOIS LODGE,1.293887,103.8236307,Gleneagles Hospital,Tiong Bahru Plaza,REDHILL MRT STATION,13051
532,THE FERNHILL,1.3144192,103.8260645,Gleneagles Hospital,Palais Renaissance,STEVENS MRT STATION,40209
533,SOMMERVILLE PARK,1.3125978,103.8060041,Gleneagles Hospital,The Star Vista,FARRER ROAD MRT STATION,11099
534,VALLEY PARK,1.307565007,103.8289054,Mount Elizabeth Hospital,Palais Renaissance,ORCHARD MRT STATION,9169
535,SPRING GROVE,1.298155233,103.8276847,Mount Elizabeth Hospital,Great World City,ORCHARD MRT STATION,13169
536,SARKIES GARDENS,1.3136517,103.8363653,Mount Elizabeth Hospital,Far East Plaza,NEWTON MRT STATION,40041
537,SARKIES GREEN,1.3138479,103.8359884,Mount Elizabeth Hospital,Far East Plaza,NEWTON MRT STATION,40041
538,REGENCY PARK,1.296802,103.825397,Gleneagles Hospital,Great World City,ORCHARD MRT STATION,13171
539,BALMORAL RESIDENCES,1.315853,103.8353704,Mount Elizabeth Hospital,United Square,NEWTON MRT STATION,40051
540,CYAN,1.318303,103.830401,Thomson Medical Centre,Far East Plaza,STEVENS MRT STATION,40071
541,TANGLIN PARK,1.2996336,103.8159352,Gleneagles Hospital,Tanglin Mall,REDHILL MRT STATION,13031
542,CLIVEDEN AT GRANGE,1.2992831,103.826623,Gleneagles Hospital,Tanglin Mall,ORCHARD MRT STATION,13179
543,VILLA DELLE ROSE,1.310881,103.8074048,Gleneagles Hospital,Tanglin Mall,FARRER ROAD MRT STATION,11219
544,HOLLAND PEAK,1.3086804,103.8011582,Gleneagles Hospital,The Star Vista,HOLLAND VILLAGE MRT STATION,11081
545,LUSH ON HOLLAND HILL,1.3088546,103.800354,Gleneagles Hospital,The Star Vista,HOLLAND VILLAGE MRT STATION,11081
546,120 GRANGE,1.3000017,103.82554,Gleneagles Hospital,Tanglin Mall,ORCHARD MRT STATION,13179
547,ONE BALMORAL,1.3135933,103.8299206,Mount Elizabeth Hospital,Palais Renaissance,STEVENS MRT STATION,40191
548,3 CUSCADEN,1.3049629,103.8258433,Gleneagles Hospital,Tanglin Mall,ORCHARD MRT STATION,9191
549,DUCHESS CREST,1.3246173,103.8038022,Concord International Hospital,The Star Vista,TAN KAH KEE MRT STATION,41061
550,FOUR SEASONS PARK,1.3035767,103.8279255,Mount Elizabeth Hospital,Wheelock Place,ORCHARD MRT STATION,9121
551,THE MERASAGA,1.3117133,103.7975001,Concord International Hospital,The Star Vista,HOLLAND VILLAGE MRT STATION,11419
552,HANA,1.3041488,103.8254608,Gleneagles Hospital,Tanglin Mall,ORCHARD MRT STATION,9191
553,LOFT @ NATHAN,1.2943762,103.8274359,Mount Elizabeth Hospital,Great World City,TIONG BAHRU MRT STATION,13062
554,GRAMERCY PARK,1.298556459,103.826624,Mount Elizabeth Hospital,Tanglin Mall,ORCHARD MRT STATION,13171
555,PARKSUITES,1.316929,103.782979,National University Hospital,The Star Vista,DOVER MRT STATION,12149
556,VIZ AT HOLLAND,1.3083699,103.8018683,Gleneagles Hospital,The Star Vista,HOLLAND VILLAGE MRT STATION,11081
557,HOLLAND HILL PARK,1.3098529,103.8024249,Gleneagles Hospital,The Star Vista,HOLLAND VILLAGE MRT STATION,11089
558,ROYALGREEN,1.3316431,103.7941736,Concord International Hospital,Bukit Timah Plaza,SIXTH AVENUE MRT STATION,42011
559,MELROSE PARK,1.293791981,103.8304276,Mount Elizabeth Hospital,Great World City,TIONG BAHRU MRT STATION,13121
560,ST REGIS RESIDENCES SINGAPORE,1.3054241,103.8266138,Gleneagles Hospital,Tanglin Mall,ORCHARD MRT STATION,9159
561,ROBIN REGALIA,1.3169007,103.8282339,Gleneagles Hospital,Palais Renaissance,STEVENS MRT STATION,40219
562,HOLLAND GEMS,1.310173,103.8071105,Gleneagles Hospital,Tanglin Mall,FARRER ROAD MRT STATION,11219
563,FIFTH AVENUE CONDOMINIUM,1.330196,103.795899,Concord International Hospital,Bukit Timah Plaza,SIXTH AVENUE MRT STATION,42129
564,SEVEN HOLT ROAD,1.2936713,103.8259127,Mount Elizabeth Hospital,Great World City,TIONG BAHRU MRT STATION,13051
565,RV RESIDENCES,1.2940838,103.8280329,Mount Elizabeth Hospital,Great World City,TIONG BAHRU MRT STATION,13062
566,BISHOPSGATE RESIDENCES,1.2989205,103.8243664,Gleneagles Hospital,Tanglin Mall,ORCHARD MRT STATION,13181
567,ZENITH,1.292599,103.830597,Mount Elizabeth Hospital,Great World City,TIONG BAHRU MRT STATION,13121
568,THE SIXTH AVENUE RESIDENCES,1.3271415,103.7932781,Concord International Hospital,Bukit Timah Plaza,SIXTH AVENUE MRT STATION,11349
569,BOTANIC GARDENS VIEW,1.3087134,103.8190799,Gleneagles Hospital,Tanglin Mall,STEVENS MRT STATION,13019
570,ARDMORE RESIDENCE,1.3101,103.8284314,Mount Elizabeth Hospital,Palais Renaissance,ORCHARD MRT STATION,9169
571,ST MARTIN RESIDENCE,1.3064237,103.824295,Gleneagles Hospital,Tanglin Mall,ORCHARD MRT STATION,9159
572,THE CORNWALL,1.312674786,103.8000705,Concord International Hospital,The Star Vista,HOLLAND VILLAGE MRT STATION,11231
573,THE DRAYCOTT,1.3117312,103.8311448,Mount Elizabeth Hospital,Far East Plaza,NEWTON MRT STATION,40199
574,ORANGE GROVE RESIDENCES,1.3131375,103.8253713,Gleneagles Hospital,Palais Renaissance,STEVENS MRT STATION,40201
575,ARDMORE PARK,1.3094803,103.828462,Mount Elizabeth Hospital,Palais Renaissance,ORCHARD MRT STATION,9169
576,SIXTH AVENUE VILLE,1.3294556,103.7949791,Concord International Hospital,Bukit Timah Plaza,SIXTH AVENUE MRT STATION,42129
577,PINETREE CONDOMINIUM,1.3149443,103.8291228,Mount Elizabeth Hospital,Palais Renaissance,STEVENS MRT STATION,40209
578,THE FORD @ HOLLAND,1.3136659,103.7937884,Concord International Hospital,The Star Vista,HOLLAND VILLAGE MRT STATION,11269
579,THE LEVELZ,1.3135154,103.8047387,Concord International Hospital,The Star Vista,FARRER ROAD MRT STATION,11099
580,THE TESSARINA,1.3325758,103.7897426,Concord International Hospital,Bukit Timah Plaza,KING ALBERT PARK MRT STATION,42031
581,LIBERTE,1.313808,103.836702,Mount Elizabeth Hospital,Far East Plaza,NEWTON MRT STATION,40041
582,MONTVIEW,1.3168246,103.7770873,National University Hospital,Grantral Mall,DOVER MRT STATION,12179
583,GOODWOOD RESIDENCE,1.3149503,103.8357779,Mount Elizabeth Hospital,Far East Plaza,NEWTON MRT STATION,40051
584,BOTANIC LODGE,1.3112426,103.818016,Gleneagles Hospital,Tanglin Mall,BOTANIC GARDENS MRT STATION,13019
585,FOURTH AVENUE RESIDENCES,1.3290351,103.7971629,Concord International Hospital,Bukit Timah Plaza,SIXTH AVENUE MRT STATION,41081
586,ST MARTIN'S,1.30606011,103.8244852,Gleneagles Hospital,Tanglin Mall,ORCHARD MRT STATION,9159
587,THE ASTON,1.2959504,103.8298481,Mount Elizabeth Hospital,Great World City,ORCHARD MRT STATION,13063
588,ALLSWORTH PARK,1.3198635,103.7811326,National University Hospital,The Star Vista,DOVER MRT STATION,12151
589,NATHAN RESIDENCES,1.2948513,103.8271899,Mount Elizabeth Hospital,Great World City,TIONG BAHRU MRT STATION,13062
590,TANGLIN REGENCY,1.2919195,103.8162764,Gleneagles Hospital,Anchorpoint,REDHILL MRT STATION,10279
591,NOUVEL 18,1.3108751,103.8283575,Mount Elizabeth Hospital,Palais Renaissance,ORCHARD MRT STATION,40191
592,D' DALVEY,1.3209092,103.821647,Concord International Hospital,Tanglin Mall,STEVENS MRT STATION,40091
593,WATERFALL GARDENS,1.3120628,103.8047067,Gleneagles Hospital,The Star Vista,FARRER ROAD MRT STATION,11091
594,ROBIN RESIDENCES,1.3191539,103.8280945,Gleneagles Hospital,Palais Renaissance,STEVENS MRT STATION,40071
595,BALMORAL HILLS,1.316282,103.8279524,Gleneagles Hospital,Palais Renaissance,STEVENS MRT STATION,40219
596,BOTANIC GARDENS MANSION,1.3082377,103.8194845,Gleneagles Hospital,Tanglin Mall,ORCHARD MRT STATION,13019
597,GARDENVILLE,1.3124782,103.8274348,Gleneagles Hospital,Palais Renaissance,STEVENS MRT STATION,40201
598,THE LOFT,1.306856,103.82224,Gleneagles Hospital,Tanglin Mall,ORCHARD MRT STATION,9149
599,PINEWOOD GARDENS,1.316021323,103.8296684,Mount Elizabeth Hospital,Palais Renaissance,STEVENS MRT STATION,40209
600,VILLA AZURA,1.3321655,103.7930017,Concord International Hospital,Bukit Timah Plaza,SIXTH AVENUE MRT STATION,42021
601,PARVIS,1.3103151,103.8012733,Gleneagles Hospital,The Star Vista,HOLLAND VILLAGE MRT STATION,11231
602,CUSCADEN RESIDENCES,1.3047839,103.8266156,Gleneagles Hospital,Tanglin Mall,ORCHARD MRT STATION,9121
603,FERNHILL COURT,1.3140616,103.8232574,Gleneagles Hospital,Tanglin Mall,STEVENS MRT STATION,40211
604,THE MONTANA,1.2961849,103.8289865,Mount Elizabeth Hospital,Great World City,ORCHARD MRT STATION,13063
605,ONE DRAYCOTT,1.310111,103.830757,Mount Elizabeth Hospital,Palais Renaissance,ORCHARD MRT STATION,40191
606,THREE BALMORAL,1.3138543,103.8305777,Mount Elizabeth Hospital,Palais Renaissance,NEWTON MRT STATION,40191
607,QUEENSBERRY LODGE,1.295081,103.8274386,Mount Elizabeth Hospital,Great World City,TIONG BAHRU MRT STATION,13062
608,THE HORIZON,1.294504,103.826798,Mount Elizabeth Hospital,Great World City,TIONG BAHRU MRT STATION,13059
609,THE HOLLAND COLLECTION,1.3089242,103.8079584,Gleneagles Hospital,Tanglin Mall,FARRER ROAD MRT STATION,11219
610,SHANGRI-LA RESIDENCES,1.3096915,103.826668,Gleneagles Hospital,Palais Renaissance,ORCHARD MRT STATION,9169
611,KELLOCK LODGE,1.2949435,103.8298424,Mount Elizabeth Hospital,Great World City,TIONG BAHRU MRT STATION,13063
612,MUTIARA CREST,1.2958434,103.8292635,Mount Elizabeth Hospital,Great World City,ORCHARD MRT STATION,13063
613,BALMORAL CREST,1.3162999,103.8344533,Mount Elizabeth Hospital,Far East Plaza,NEWTON MRT STATION,40051
614,THE HYDE,1.314623257,103.8309209,Mount Elizabeth Hospital,Far East Plaza,STEVENS MRT STATION,40191
615,PETIT JERVOIS,1.2932844,103.8232736,Gleneagles Hospital,Tiong Bahru Plaza,REDHILL MRT STATION,10249
616,SHANGHAI ONE,1.2947162,103.827812,Mount Elizabeth Hospital,Great World City,TIONG BAHRU MRT STATION,13062
617,BALMORAL PLACE,1.3166383,103.8348236,Thomson Medical Centre,United Square,NEWTON MRT STATION,40051
618,THE TRIZON,1.3163368,103.7780615,National University Hospital,Grantral Mall,DOVER MRT STATION,12199
619,THE GRANGE,1.301054,103.82448,Gleneagles Hospital,Tanglin Mall,ORCHARD MRT STATION,13189
620,ASTRID MEADOWS,1.3193291,103.7946171,Concord International Hospital,The Star Vista,HOLLAND VILLAGE MRT STATION,11329
621,SLOANE RESIDENCES,1.315693,103.832216,Mount Elizabeth Hospital,Far East Plaza,NEWTON MRT STATION,40111
622,BELMOND GREEN,1.3153274,103.8317202,Mount Elizabeth Hospital,Far East Plaza,NEWTON MRT STATION,40199
623,THE MERCURY,1.296097,103.827204,Mount Elizabeth Hospital,Great World City,ORCHARD MRT STATION,13062
624,THE TRESOR,1.3238502,103.806987,Concord International Hospital,The Star Vista,TAN KAH KEE MRT STATION,41051
625,NATHAN PLACE,1.295332,103.826254,Mount Elizabeth Hospital,Great World City,TIONG BAHRU MRT STATION,13051
626,GOODWOOD GARDENS,1.314692,103.8340971,Mount Elizabeth Hospital,Far East Plaza,NEWTON MRT STATION,40051
627,SAGE,1.3073,103.8244,Gleneagles Hospital,Tanglin Mall,ORCHARD MRT STATION,9159
628,GALLOP GREEN,1.3157275,103.8081677,Concord International Hospital,Tanglin Mall,FARRER ROAD MRT STATION,11119
629,ORION,1.308601,103.827616,Gleneagles Hospital,Palais Renaissance,ORCHARD MRT STATION,9169
630,DORMER PARK,1.2946071,103.8216286,Gleneagles Hospital,Tiong Bahru Plaza,REDHILL MRT STATION,10269
631,RIDGEWOOD,1.317171787,103.7801436,National University Hospital,The Star Vista,DOVER MRT STATION,12211
632,THE PRINCETON,1.3166639,103.8327272,Mount Elizabeth Hospital,Far East Plaza,NEWTON MRT STATION,40111
633,SPANISH VILLAGE,1.3146386,103.8057072,Concord International Hospital,The Star Vista,FARRER ROAD MRT STATION,11109
634,BOULEVARD 88,1.3045792,103.827242,Gleneagles Hospital,Palais Renaissance,ORCHARD MRT STATION,9121
635,ARDMORE THREE,1.3082244,103.8285879,Mount Elizabeth Hospital,Palais Renaissance,ORCHARD MRT STATION,9169
636,THE COTERIE @ HOLLAND,1.3109505,103.804648,Gleneagles Hospital,The Star Vista,FARRER ROAD MRT STATION,11229
637,EWE BOON REGENT,1.316514,103.8303997,Mount Elizabeth Hospital,Far East Plaza,STEVENS MRT STATION,40111
638,VOLARI,1.3150461,103.8329887,Mount Elizabeth Hospital,Far East Plaza,NEWTON MRT STATION,40199
639,JUNIPER HILL,1.3166391,103.8298825,Mount Elizabeth Hospital,Palais Renaissance,STEVENS MRT STATION,40071
640,GRANGE RESIDENCES,1.3039086,103.8227638,Gleneagles Hospital,Tanglin Mall,ORCHARD MRT STATION,9131
641,ONE JERVOIS,1.2927883,103.8248622,Gleneagles Hospital,Tiong Bahru Plaza,TIONG BAHRU MRT STATION,13051
642,CHELSEA GARDENS,1.313196,103.8274983,Gleneagles Hospital,Palais Renaissance,STEVENS MRT STATION,40201
643,THE TOMLINSON,1.3043662,103.8259196,Gleneagles Hospital,Tanglin Mall,ORCHARD MRT STATION,9191
644,3 ORCHARD BY-THE-PARK,1.3034414,103.8246733,Gleneagles Hospital,Tanglin Mall,ORCHARD MRT STATION,9139
645,KUM HING COURT,1.302857,103.8260343,Gleneagles Hospital,Tanglin Mall,ORCHARD MRT STATION,9121
646,THE EQUATORIAL,1.3201152,103.8250333,Concord International Hospital,Palais Renaissance,STEVENS MRT STATION,40229
647,NASSIM MANSION,1.309514,103.819528,Gleneagles Hospital,Tanglin Mall,STEVENS MRT STATION,13019
648,DRAYCOTT EIGHT,1.3109218,103.832083,Mount Elizabeth Hospital,Far East Plaza,NEWTON MRT STATION,40199
649,THE ENCLAVE . HOLLAND,1.3121012,103.7990815,Concord International Hospital,The Star Vista,HOLLAND VILLAGE MRT STATION,11231
650,GRANGE 70,1.2992099,103.8290501,Mount Elizabeth Hospital,ION Orchard,ORCHARD MRT STATION,13169
651,NASSIM PARK RESIDENCES,1.3078355,103.8235168,Gleneagles Hospital,Tanglin Mall,ORCHARD MRT STATION,9159
652,DUCHESS RESIDENCES,1.3241419,103.8017416,Concord International Hospital,The Star Vista,TAN KAH KEE MRT STATION,41061
653,HOLLAND RESIDENCES,1.3108932,103.7991772,Gleneagles Hospital,The Star Vista,HOLLAND VILLAGE MRT STATION,11231
654,DUKES RESIDENCE,1.3215106,103.8113969,Concord International Hospital,Tanglin Mall,BOTANIC GARDENS MRT STATION,41111
655,ONE TREE HILL RESIDENCE,1.3008086,103.8248349,Gleneagles Hospital,Tanglin Mall,ORCHARD MRT STATION,13189
656,LOFT@HOLLAND,1.3124374,103.7972507,Concord International Hospital,The Star Vista,HOLLAND VILLAGE MRT STATION,11419
657,THE SIENA,1.3209434,103.8116227,Concord International Hospital,Tanglin Mall,BOTANIC GARDENS MRT STATION,41111
658,RV SUITES,1.2956195,103.8294316,Mount Elizabeth Hospital,Great World City,ORCHARD MRT STATION,13063
659,DLV.,1.315487,103.824971,Gleneagles Hospital,Palais Renaissance,STEVENS MRT STATION,40211
660,MADISON RESIDENCES,1.3187907,103.8300676,Thomson Medical Centre,Far East Plaza,STEVENS MRT STATION,40071
661,WARNER COURT,1.3099777,103.7957017,National University Hospital,The Star Vista,HOLLAND VILLAGE MRT STATION,11401
662,ROBIN SUITES,1.3177386,103.8286453,Gleneagles Hospital,Palais Renaissance,STEVENS MRT STATION,40071
663,SHEARES VILLE,1.2936465,103.8253121,Gleneagles Hospital,Great World City,TIONG BAHRU MRT STATION,13051
664,POLLEN & BLEU,1.3135858,103.8067378,Gleneagles Hospital,Tanglin Mall,FARRER ROAD MRT STATION,11109
665,BALMORAL HEIGHTS,1.315059,103.8347299,Mount Elizabeth Hospital,Far East Plaza,NEWTON MRT STATION,40051
666,THE MARBELLA,1.314662,103.7783824,National University Hospital,The Star Vista,DOVER MRT STATION,12199
667,QUINTERRA,1.3186781,103.7806116,National University Hospital,The Star Vista,DOVER MRT STATION,12151
668,STELLAR RV,1.2951449,103.8286763,Mount Elizabeth Hospital,Great World City,TIONG BAHRU MRT STATION,13069
669,HOLLAND 100,1.3117383,103.8020213,Gleneagles Hospital,The Star Vista,HOLLAND VILLAGE MRT STATION,11239
670,TANGLIN HILL CONDOMINIUM,1.3017079,103.8162015,Gleneagles Hospital,Tanglin Mall,REDHILL MRT STATION,13039
671,PINE SPRINGS,1.315141679,103.8311085,Mount Elizabeth Hospital,Far East Plaza,STEVENS MRT STATION,40191
672,BEVERLY HILL,1.298959859,103.8255957,Gleneagles Hospital,Tanglin Mall,ORCHARD MRT STATION,13171
673,SUI GENERIS,1.3161159,103.8346766,Mount Elizabeth Hospital,Far East Plaza,NEWTON MRT STATION,40051
674,THE ARC AT DRAYCOTT,1.3094023,103.8310659,Mount Elizabeth Hospital,Palais Renaissance,ORCHARD MRT STATION,9213
675,HERITAGE APARTMENTS,1.308661,103.82908,Mount Elizabeth Hospital,Palais Renaissance,ORCHARD MRT STATION,9169
676,MILL POINT,1.2929174,103.8302916,Mount Elizabeth Hospital,Great World City,TIONG BAHRU MRT STATION,13121
677,CLUNY PARK RESIDENCE,1.3220121,103.8139211,Concord International Hospital,Tanglin Mall,BOTANIC GARDENS MRT STATION,41021
678,VENTUNO BALMORAL,1.3160829,103.8329347,Mount Elizabeth Hospital,Far East Plaza,NEWTON MRT STATION,40111
679,NATHAN SUITES,1.294954,103.826999,Mount Elizabeth Hospital,Great World City,TIONG BAHRU MRT STATION,13062
680,WOOLLERTON PARK,1.3174695,103.8091216,Concord International Hospital,Tanglin Mall,FARRER ROAD MRT STATION,11119
681,ONE CHATSWORTH,1.2989969,103.8248279,Gleneagles Hospital,Tanglin Mall,ORCHARD MRT STATION,13181
682,JERVOIS PRIVE,1.2950861,103.8183032,Gleneagles Hospital,Tanglin Mall,REDHILL MRT STATION,10321
683,SIGNATURE AT LEWIS,1.3209194,103.8231292,Concord International Hospital,Palais Renaissance,STEVENS MRT STATION,40091
684,RV EDGE,1.2948711,103.8280856,Mount Elizabeth Hospital,Great World City,TIONG BAHRU MRT STATION,13062
685,ORCHARD BEL AIR,1.302344,103.8248975,Gleneagles Hospital,Tanglin Mall,ORCHARD MRT STATION,13189
686,PARC STEVENS,1.3170213,103.827559,Gleneagles Hospital,Palais Renaissance,STEVENS MRT STATION,40219
687,CORONA VILLE,1.32256,103.7946623,Concord International Hospital,The Star Vista,SIXTH AVENUE MRT STATION,11339
688,SUTTON PLACE,1.313571553,103.8059429,Gleneagles Hospital,The Star Vista,FARRER ROAD MRT STATION,11099
689,PARKVIEW ECLAT,1.3007114,103.8242116,Gleneagles Hospital,Tanglin Mall,ORCHARD MRT STATION,13189
690,LEEDON RESIDENCE,1.3145179,103.8022928,Concord International Hospital,The Star Vista,FARRER ROAD MRT STATION,11099
691,LATITUDE,1.296003,103.828599,Mount Elizabeth Hospital,Great World City,ORCHARD MRT STATION,13069
692,THE SERENADE @ HOLLAND,1.3184188,103.780112,National University Hospital,The Star Vista,DOVER MRT STATION,12151
693,GRANGE 80,1.2993463,103.8282312,Mount Elizabeth Hospital,Wheelock Place,ORCHARD MRT STATION,13169
694,ORANGE REGENCY,1.3118537,103.8247988,Gleneagles Hospital,Tanglin Mall,STEVENS MRT STATION,40201
